Run,Antibiogram,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Plasmid(s)_found,Platform,ReleaseDate,Sample Name,Sequence_Type,SRA Study,STRAIN,Host_disease,Host
SRR19575950,CRO-CIP-DOX-GEN-MXF-NIT-TOB-SXT,WGS,601,564721813,PRJNA756559,SAMN27524608,Pathogen.cl,384797093,NML,NML,31/07/2015,public,"realign,fastq,sra,wgmlst_sig","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15627751,Canada,North America,Canada: NEW BRUNSWICK,Illumina MiSeq,Not applicable,human,Not collected,N16-02153,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncB/O/K/Z, IncFIA, IncN, IncQ1, IncY",ILLUMINA,2022-08-08T00:00:00Z,N16-02153,189,SRP378977,617,E. coli gastroenteritis,Homo sapiens
SRR19575951,CRO-CIP-GEN-MXF-TOB,WGS,598,423939440,PRJNA756559,SAMN27524601,Pathogen.cl,274928688,NML,NML,31/07/2014,public,"wgmlst_sig,sra,fastq,realign","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15627750,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N16-02124,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918), IncFII(pRSB107)",ILLUMINA,2022-08-08T00:00:00Z,N16-02124,328,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575952,CRO-CIP-GEN-MXF-TOB,WGS,601,599424079,PRJNA756559,SAMN27524616,Pathogen.cl,429719515,NML,NML,31/07/2015,public,"sra,wgmlst_sig,realign,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15627749,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N16-02194,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-08T00:00:00Z,N16-02194,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575953,CRO-CIP-DOX-GEN-MXF-TOB,WGS,601,472007226,PRJNA756559,SAMN27524636,Pathogen.cl,336156665,NML,NML,31/07/2016,public,"sra,realign,fastq,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15627748,Canada,North America,Canada: NOVA SCOTIA,Illumina MiSeq,Not applicable,human,Not collected,N17-00958,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncY",ILLUMINA,2022-08-08T00:00:00Z,N17-00958,4134,SRP378977,410,E. coli gastroenteritis,Homo sapiens
SRR19575954,AMC-CRO-CIP-GEN-MXF-TOB,WGS,600,594278443,PRJNA756559,SAMN27524589,Pathogen.cl,406518434,NML,NML,31/07/2014,public,"fastq,wgmlst_sig,realign,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15627747,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N16-02097,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIB(AP001918)",ILLUMINA,2022-08-08T00:00:00Z,N16-02097,7098,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575955,CRO-CIP-DOX-GEN-MXF-SXT,WGS,601,442646395,PRJNA756559,SAMN27524613,Pathogen.cl,325220197,NML,NML,31/07/2015,public,"wgmlst_sig,realign,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX15627746,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N16-02175,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-08T00:00:00Z,N16-02175,550,SRP378977,410,E. coli gastroenteritis,Homo sapiens
SRR19575956,CRO-CIP-DOX-GEN-MXF-TOB-SXT,WGS,599,358932059,PRJNA756559,SAMN27524597,Pathogen.cl,233705584,NML,NML,31/07/2014,public,"realign,fastq,sra,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15627745,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N16-02114,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFIA, IncFIB(AP001918), IncFII(pRSB107)",ILLUMINA,2022-08-08T00:00:00Z,N16-02114,131,SRP378977,648,E. coli gastroenteritis,Homo sapiens
SRR19575957,AMC-CRO-CIP-DOX-GEN-MXF-TOB-SXT,WGS,601,374278846,PRJNA756559,SAMN27524621,Pathogen.cl,253208043,NML,NML,31/07/2015,public,"realign,fastq,sra,wgmlst_sig","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX15627744,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N16-02209,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncHI2, IncHI2A, IncI1",ILLUMINA,2022-08-08T00:00:00Z,N16-02209,328,SRP378977,617,E. coli gastroenteritis,Homo sapiens
SRR19575958,CRO-CIP-DOX-GEN-MXF-SXT,WGS,601,303280983,PRJNA756559,SAMN27524638,Pathogen.cl,216348906,NML,NML,31/07/2016,public,"wgmlst_sig,realign,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15627743,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,human,Not collected,N17-00965,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII, IncP1, IncQ1",ILLUMINA,2022-08-08T00:00:00Z,N17-00965,1594,SRP378977,744,E. coli gastroenteritis,Homo sapiens
SRR19575959,CRO-CIP-DOX-GEN-MXF-NIT-TOB-SXT,WGS,601,649359535,PRJNA756559,SAMN27524607,Pathogen.cl,462339753,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,realign,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15627742,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,human,Not collected,N16-02151,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncFII(pRSB107)",ILLUMINA,2022-08-08T00:00:00Z,N16-02151,189,SRP378977,648,E. coli gastroenteritis,Homo sapiens
SRR19575961,CRO-DOX-GEN-TOB-SXT,WGS,600,602856240,PRJNA756559,SAMN27524590,Pathogen.cl,415071116,NML,NML,31/07/2014,public,"fastq,sra,realign,wgmlst_sig","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15627740,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N16-02098,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, Col8282, IncFIA, IncFIB(AP001918), IncFII(pRSB107)",ILLUMINA,2022-08-08T00:00:00Z,N16-02098,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575962,CRO-CIP-GEN-MXF-TOB-SXT,WGS,601,691032950,PRJNA756559,SAMN27524623,Pathogen.cl,448326459,NML,NML,31/07/2015,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX15627739,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N16-02218,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-08T00:00:00Z,N16-02218,48,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575963,CRO-CIP-GEN-MXF-TOB-SXT,WGS,601,589496457,PRJNA756559,SAMN27524635,Pathogen.cl,401373379,NML,NML,31/07/2016,public,"sra,wgmlst_sig,realign,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15627738,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N17-00953,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFIA, IncFII, IncP1",ILLUMINA,2022-08-08T00:00:00Z,N17-00953,3057,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575964,CRO-CIP-GEN-MXF,WGS,601,344681353,PRJNA756559,SAMN27524645,Pathogen.cl,245672082,NML,NML,31/07/2016,public,"fastq,realign,wgmlst_sig,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX15627737,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N17-00988,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII",ILLUMINA,2022-08-08T00:00:00Z,N17-00988,38,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575965,CRO-CIP-GEN-MXF-TOB,WGS,601,495189975,PRJNA756559,SAMN27524651,Pathogen.cl,349867492,NML,NML,31/07/2016,public,"sra,wgmlst_sig,realign,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15627736,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N17-01006,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-08T00:00:00Z,N17-01006,2025,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575966,AMC-CRO-CIP-DOX-GEN-MXF-TGC-TOB,WGS,600,422474145,PRJNA756559,SAMN27524594,Pathogen.cl,269185419,NML,NML,31/07/2014,public,"realign,wgmlst_sig,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15627735,Canada,North America,Canada: NEW BRUNSWICK,Illumina MiSeq,Not applicable,human,Not collected,N16-02105,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIA, IncFIB(AP001918), IncFII(pRSB107)",ILLUMINA,2022-08-08T00:00:00Z,N16-02105,131,SRP378977,648,E. coli gastroenteritis,Homo sapiens
SRR19575967,CIP-DOX-FOF-GEN-MXF-TGC-SXT,WGS,601,621807134,PRJNA756559,SAMN27524627,Pathogen.cl,428052690,NML,NML,31/07/2014,public,"wgmlst_sig,fastq,realign,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15627734,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N16-03032,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, ColpVC, IncFII, IncN, IncX1, p0111",ILLUMINA,2022-08-08T00:00:00Z,N16-03032,328,SRP378977,457,E. coli gastroenteritis,Homo sapiens
SRR19575968,CRO-CIP-GEN-MXF-TGC-TOB,WGS,600,324105899,PRJNA756559,SAMN27524604,Pathogen.cl,203946265,NML,NML,31/07/2014,public,"fastq,realign,wgmlst_sig,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15627733,Canada,North America,Canada: PRINCE EDWARD ISLAND,Illumina MiSeq,Not applicable,human,Not collected,N16-02127,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-08T00:00:00Z,N16-02127,1140,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575969,CRO-CIP-DOX-GEN-MXF-SXT,WGS,601,496716645,PRJNA756559,SAMN27524617,Pathogen.cl,334084545,NML,NML,31/07/2015,public,"fastq,sra,wgmlst_sig,realign","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15627732,Canada,North America,Canada: PRINCE EDWARD ISLAND,Illumina MiSeq,Not applicable,human,Not collected,N16-02198,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA",ILLUMINA,2022-08-08T00:00:00Z,N16-02198,405,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575970,CRO-CIP-GEN-MXF-TOB,WGS,600,378011264,PRJNA756559,SAMN27524603,Pathogen.cl,245704014,NML,NML,31/07/2014,public,"fastq,sra,wgmlst_sig,realign","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15627731,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N16-02126,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-08T00:00:00Z,N16-02126,773,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575971,CRO-CIP-DOX-GEN-MXF,WGS,601,442742275,PRJNA756559,SAMN27524639,Pathogen.cl,312816117,NML,NML,31/07/2016,public,"wgmlst_sig,sra,realign,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15627730,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N17-00972,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, ColpVC, IncFII(29)",ILLUMINA,2022-08-08T00:00:00Z,N17-00972,295,SRP378977,405,E. coli gastroenteritis,Homo sapiens
SRR19575972,CRO-CIP-DOX-GEN-MXF-TOB,WGS,600,537123714,PRJNA756559,SAMN27524592,Pathogen.cl,347965699,NML,NML,31/07/2014,public,"wgmlst_sig,fastq,realign,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX15627729,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N16-02100,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII",ILLUMINA,2022-08-08T00:00:00Z,N16-02100,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575973,CRO-GEN-,WGS,601,593860548,PRJNA756559,SAMN27524618,Pathogen.cl,381219683,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,sra,realign","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15627728,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N16-02204,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncHI2",ILLUMINA,2022-08-08T00:00:00Z,N16-02204,57,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR19575974,AMC-CRO-CIP-GEN-MXF-TOB,WGS,600,464866467,PRJNA756559,SAMN27524596,Pathogen.cl,320695165,NML,NML,31/07/2014,public,"realign,sra,wgmlst_sig,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15627727,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,human,Not collected,N16-02110,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncN",ILLUMINA,2022-08-08T00:00:00Z,N16-02110,189,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096610,CFZ-CIP-GEN-MXF,WGS,300,624844060,PRJNA756559,SAMN27524796,Pathogen.cl,280779293,NML,NML,31/07/2014,public,"wgmlst_sig,sra,realign,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110327,Canada,North America,Canada: NEW BRUNSWICK,Illumina MiSeq,Not applicable,human,Not collected,N18-02210,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107), IncX1",ILLUMINA,2022-08-17T00:00:00Z,N18-02210,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096611,AMC-AMP-FOX-CRO-GEN-STR-SSS-TET,WGS,299,605891378,PRJNA756559,SAMN27524759,Pathogen.env,282093849,NML,NML,31/07/2017,public,"sra,fastq,realign,wgmlst_sig","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110326,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01469,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01469,2279,SRP378977,117,,
SRR21096612,CIP-GEN-MXF-TOB,WGS,296,359304490,PRJNA756559,SAMN27524868,Pathogen.cl,169802834,NML,NML,31/07/2017,public,"wgmlst_sig,fastq,sra,realign","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110325,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03363,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIA,ILLUMINA,2022-08-17T00:00:00Z,N18-03363,1140,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096613,AMC-AMP-FOX-GEN-NAL-STR-SSS-TET,WGS,298,624401327,PRJNA756559,SAMN27524749,Pathogen.env,289399331,NML,NML,31/07/2017,public,"sra,fastq,realign,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110324,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01427,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01427,405,SRP378977,6206,,
SRR21096614,CAZ-CIP-DOX-FOF-GEN-MXF-TGC-SXT,WGS,299,305436970,PRJNA756559,SAMN27524791,Pathogen.cl,136645998,NML,NML,31/07/2014,public,"sra,realign,fastq,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110323,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02205,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, ColpVC, IncFII, IncN, IncX1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-02205,410,SRP378977,457,E. coli gastroenteritis,Homo sapiens
SRR21096615,ATM-CFZ-FEP-CAZ-CRO-CIP-GEN-MXF-TOB-SXT,WGS,295,355589201,PRJNA756559,SAMN27524883,Pathogen.cl,165478799,NML,NML,31/07/2017,public,"realign,fastq,wgmlst_sig,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110322,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,human,Not collected,N18-03378,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03378,10,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096616,GEN-STR-TET,WGS,300,510588084,PRJNA756559,SAMN27524931,Pathogen.env,243945586,NML,NML,31/07/2014,public,"wgmlst_sig,sra,fastq,realign","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110321,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03483,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03483,2253,SRP378977,226,,
SRR21096617,GEN-STR-SSS-TET,WGS,300,467198536,PRJNA756559,SAMN27524926,Pathogen.env,223014208,NML,NML,31/07/2014,public,"realign,fastq,sra,wgmlst_sig","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110320,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03478,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03478,117,SRP378977,212,,
SRR21096618,CFZ-DOX-GEN-SXT,WGS,299,316655781,PRJNA756559,SAMN27524818,Pathogen.cl,140931399,NML,NML,31/07/2015,public,"realign,sra,fastq,wgmlst_sig","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110319,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-02232,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncHI2, IncHI2A",ILLUMINA,2022-08-17T00:00:00Z,N18-02232,131,SRP378977,95,E. coli gastroenteritis,Homo sapiens
SRR21096619,GEN-STR-SSS-TET,WGS,295,371750736,PRJNA756559,SAMN27524923,Pathogen.env,174599658,NML,NML,31/07/2014,public,"fastq,wgmlst_sig,realign,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX17110318,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03475,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(MG828), IncFIA, IncFIB(AP001918), IncHI2, IncHI2A, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03475,117,SRP378977,131,,
SRR21096620,GEN-STR-SSS,WGS,299,370605945,PRJNA756559,SAMN27524748,Pathogen.env,182252084,NML,NML,31/07/2017,public,"sra,realign,fastq,wgmlst_sig","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110317,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01426,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01426,38,SRP378977,117,,
SRR21096621,AMP-GEN,WGS,300,434829953,PRJNA756559,SAMN27524972,Pathogen.env,191741482,NML,NML,31/07/2016,public,"sra,realign,fastq,wgmlst_sig","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110316,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03524,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03524,117,SRP378977,155,,
SRR21096622,GEN-STR-SSS-TET,WGS,300,466024263,PRJNA756559,SAMN27524772,Pathogen.env,219369855,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,sra,realign","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110315,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01514,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01514,131,SRP378977,2001,,
SRR21096623,GEN-STR-SSS,WGS,297,216927826,PRJNA756559,SAMN27524723,Pathogen.env,97531349,NML,NML,31/07/2017,public,"wgmlst_sig,realign,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110314,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01244,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, Col8282, ColpVC",ILLUMINA,2022-08-17T00:00:00Z,N18-01244,2040,SRP378977,4243,,
SRR21096624,AMP-GEN,WGS,300,449757819,PRJNA756559,SAMN27525043,Pathogen.env,198938292,NML,NML,31/07/2014,public,"fastq,sra,realign,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110313,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03751,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03751,4243,SRP378977,8777,,
SRR21096625,CIP-GEN-MXF,WGS,298,342862752,PRJNA756559,SAMN27524839,Pathogen.cl,151347586,NML,NML,31/07/2016,public,"wgmlst_sig,sra,realign,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110312,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-02253,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02253,410,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096626,GEN-STR-SSS-TET,WGS,300,363597943,PRJNA756559,SAMN27524952,Pathogen.env,161308688,NML,NML,31/07/2015,public,"realign,wgmlst_sig,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110311,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03504,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03504,491,SRP378977,165,,
SRR21096627,AMP-GEN-NAL-SSS-TET,WGS,299,319978316,PRJNA756559,SAMN27524700,Pathogen.env,142541568,NML,NML,31/07/2017,public,"fastq,sra,realign,wgmlst_sig","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110310,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01189,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01189,973,SRP378977,1564,,
SRR21096628,CIP-GEN-MXF-TOB-SXT,WGS,298,309049766,PRJNA756559,SAMN27524811,Pathogen.cl,136926992,NML,NML,31/07/2015,public,"realign,fastq,wgmlst_sig,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110309,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-02225,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-02225,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096629,AMC-AMP-CHL-CRO-FOX-GEN-STR-SSS-TET-TIO,WGS,300,385015927,PRJNA756559,SAMN27525039,Pathogen.env,170124640,NML,NML,31/07/2014,public,"fastq,sra,wgmlst_sig,realign","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110308,Canada,North America,Canada: NOVA SCOTIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03747,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03747,8253,SRP378977,101,,
SRR21096630,GEN-STR-SSS-TET,WGS,300,489651054,PRJNA756559,SAMN27525021,Pathogen.env,217308385,NML,NML,31/07/2015,public,"sra,realign,fastq,wgmlst_sig","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110307,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03573,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03573,115,SRP378977,2005,,
SRR21096631,ATM-CFZ-FEP-CAZ-CRO-CIP-DOX-GEN-MXF-TGC-SXT,WGS,294,387804205,PRJNA756559,SAMN27524884,Pathogen.cl,180670997,NML,NML,31/07/2017,public,"sra,fastq,wgmlst_sig,realign","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110306,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-03379,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03379,616,SRP378977,410,E. coli gastroenteritis,Homo sapiens
