Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,Isolation_Source,Sample ID,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Dataset,Sample_type,ST,ampicillin_MIC,ampicillin_RIS,ampicillin_genotypic_prediction_v.1,pbp5,vancomycin_MIC,vancomycin_RIS,vancomycin_genotypic_prediction,VanA_depth,VanA_diffs,VanH.Pt_depth,VanX_depth,VanX_diffs,VanY.A_depth,VanY.A_diffs,VanR.A_depth,VanS.A_depth,VanB_depth,VanB_diffs,VanH.B_depth,VanX.B_depth,VanY.B_depth,VanR.B_depth,VanS.B_depth,gentamicin.high.level_RIS,gentamicin_genotypic_prediction,Aac6.Aph2_depth,Aac6.Aph2_diffs,Aph3..Ia_depth,Aph3..Ia_diffs,Aph3.III_depth,Aph3.III_diffs,Aac6.Ii_depth,Aac6.Ii_diffs,Ant6.Ia_depth,Ant6.Ia_diffs,ciprofloxacin_MIC,ciprofloxacin_RIS,ciprofloxacin_genotypic_prediction,levofloxacin_MIC,levofloxacin_RIS,levofloxacin_genotypic_prediction,gyrA 84,parC 82,tetracycline_MIC,tetracycline_RIS,tetracycline_genotypic_prediction,doxycycline_MIC,doxycycline_RIS,doxycycline_genotypic_prediction_v.1,TetL_depth,TetL_diffs,TetM_depth,TetM_diffs,TetS_depth,TetS_diffs,TetU_depth,TetU_diffs,linezolid_MIC,linezolid_RIS,linezolid_genotypic_prediction,23S_G2576T_AlleleFraction,poxtA,cfrB
SRR16347007,WGS,225,89367156,PRJNA771404,SAMN22135464,"Microbe\, viral or environmental",44636118,MASSACHUSETTS GENERAL HOSPITAL,2019-10,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624870,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-23381,blood,Efm-382,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-382,Isolate,SRP341454,not available,Validation,blood,203,32,R,R,485A,32,R,R,37.347,1snp,54.491,53.279,34snp,80.659,0 snps,39.423,52.989,NA,NA,NA,NA,NA,NA,NA,S,S,75.568,129holes,NA,NA,43.07,0 snps,20.547,2snp,93.522,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,25.331,1snp34holes,51.413,15snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347008,WGS,227,86152807,PRJNA771404,SAMN22135463,"Microbe\, viral or environmental",42720737,MASSACHUSETTS GENERAL HOSPITAL,2019-10,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624869,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-23291,blood,Efm-381,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-381,Isolate,SRP341454,not available,Validation,blood,736,32,R,R,485A,32,R,R,38.481,1snp,41.953,45.956,34snp,53,0 snps,27.343,37.867,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,43.49,0 snps,13.131,2snp,52.323,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,23.207,1snp34holes,18.468,59snp11holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347009,WGS,278,200509342,PRJNA771404,SAMN22135121,"Microbe\, viral or environmental",85901025,MASSACHUSETTS GENERAL HOSPITAL,2016-06,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624868,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-18499,stool,Efm-39,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-39,Isolate,SRP341454,not available,Derivation,stool,412,32,R,R,485A,32,R,R,147.198,1snp,188.702,126.275,34snp,130.953,0 snps,104.26,147.819,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,161.459,0 snps,19.107,2snp,132.191,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,23.991,1snp34holes,49.797,16snp,NA,NA,126.857,33snp4holes,2,S,S,0,NA,NA
SRR16347010,WGS,285,613630175,PRJNA771404,SAMN22135462,"Microbe\, viral or environmental",255177409,MASSACHUSETTS GENERAL HOSPITAL,2019-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624867,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-23249,blood,Efm-380,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-380,Isolate,SRP341454,not available,Validation,blood,412,32,R,R,485A,32,R,R,161.159,1snp,229.909,173.348,34snp,307.039,0 snps,206.067,248.636,NA,NA,NA,NA,NA,NA,NA,S,S,241.101,130holes,NA,NA,NA,NA,53.364,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,127.747,1snp34holes,199.521,15snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347011,WGS,283,625348320,PRJNA771404,SAMN22135461,"Microbe\, viral or environmental",263015709,MASSACHUSETTS GENERAL HOSPITAL,2019-09,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX12624866,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-23244,urine,Efm-379,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-379,Isolate,SRP341454,not available,Validation,urine,94*,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,86.124,9snp,NA,NA,0.5,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,1,S,S,0,NA,NA
SRR16347012,WGS,285,632148837,PRJNA771404,SAMN22135460,"Microbe\, viral or environmental",261997998,MASSACHUSETTS GENERAL HOSPITAL,2019-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624865,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-23201,urine,Efm-378,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-378,Isolate,SRP341454,not available,Validation,urine,854,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,102.836,9snp,NA,NA,0.5,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347013,WGS,286,465069974,PRJNA771404,SAMN22135459,"Microbe\, viral or environmental",191426260,MASSACHUSETTS GENERAL HOSPITAL,2019-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624864,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-23178,bile,Efm-377,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-377,Isolate,SRP341454,not available,Validation,bile,18,32,R,R,485A,32,R,R,91.623,1snp,107.308,78.661,34snp,NA,NA,83.574,108.251,NA,NA,NA,NA,NA,NA,NA,S,S,303.882,129holes,NA,NA,88.518,1snp,54.38,2snp,130.055,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,85.999,1snp34holes,153.797,17snp,NA,NA,NA,NA,8,R,R,0.463022508,NA,NA
SRR16347014,WGS,285,654283087,PRJNA771404,SAMN22135458,"Microbe\, viral or environmental",275227127,MASSACHUSETTS GENERAL HOSPITAL,2019-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624863,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22840,bile,Efm-376,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-376,Isolate,SRP341454,not available,Validation,bile,117,32,R,R,485A,32,R,R,251.072,1snp,311.697,259.213,34snp,NA,NA,272.042,341.106,NA,NA,NA,NA,NA,NA,NA,R,R,381.396,1snp,NA,NA,302.362,0 snps,77.531,2snp,418.164,1indel,8,R,R,8,R,R,Y,I,16,R,R,8,I,R,NA,NA,125.931,41snp2indel92holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347015,WGS,285,735795679,PRJNA771404,SAMN22135457,"Microbe\, viral or environmental",304646116,MASSACHUSETTS GENERAL HOSPITAL,2019-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624862,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-23151,bile,Efm-375,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-375,Isolate,SRP341454,not available,Validation,bile,18,32,R,R,485A,32,R,R,218.96,1snp,285.348,255.492,34snp,408.515,1snp,259.61,306.313,NA,NA,NA,NA,NA,NA,NA,S,S,280.771,129holes,NA,NA,246.941,1snp,75.329,2snp,373.709,1indel,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,123.741,52snp1indel4holes,NA,NA,560.408,3snp,2,S,S,0,NA,NA
SRR16347016,WGS,286,730492788,PRJNA771404,SAMN22135456,"Microbe\, viral or environmental",300907587,MASSACHUSETTS GENERAL HOSPITAL,2019-09,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX12624861,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-23076,blood,Efm-374,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-374,Isolate,SRP341454,not available,Validation,blood,412,32,R,R,485A,32,R,R,243.244,1snp,304.238,271.438,34snp,394.747,1indel,274.707,333.938,NA,NA,NA,NA,NA,NA,NA,S,S,304.975,129holes,NA,NA,292.553,0 snps,82.871,2snp,379.773,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,141.731,1snp34holes,223.117,17snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347017,WGS,280,462216870,PRJNA771404,SAMN22135455,"Microbe\, viral or environmental",194458826,MASSACHUSETTS GENERAL HOSPITAL,2019-08,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624860,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-3561,"wound drainage\, sacral decubitus ulcer",Efm-373,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-373,Isolate,SRP341454,not available,Validation,"wound drainage, sacral decubitus ulcer",736,32,R,R,485A,32,R,R,168.159,1snp,211.609,194.667,34snp,274.054,1indel,206.185,224.529,NA,NA,NA,NA,NA,NA,NA,S,S,169.048,129holes,NA,NA,205.907,0 snps,115.629,2snp,257.743,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,124.009,1snp34holes,96.016,63snp21holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347018,WGS,282,785327456,PRJNA771404,SAMN22135454,"Microbe\, viral or environmental",324520964,MASSACHUSETTS GENERAL HOSPITAL,2019-08,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX12624859,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-5248,extracutaneous fistula,Efm-372,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-372,Isolate,SRP341454,not available,Validation,extracutaneous fistula,2057,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,158.396,7snp,NA,NA,0.5,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347019,WGS,279,382421830,PRJNA771404,SAMN22135453,"Microbe\, viral or environmental",161333429,MASSACHUSETTS GENERAL HOSPITAL,2019-08,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624858,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22752,"stone\, renal",Efm-371,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-371,Isolate,SRP341454,not available,Validation,"stone, renal",412,32,R,R,485A,32,R,R,177.552,1snp,208.14,173.282,34snp,253,6indel,178.795,208.688,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,78.225,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,109.477,1snp34holes,190.698,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347020,WGS,280,249889017,PRJNA771404,SAMN22135120,"Microbe\, viral or environmental",106088679,MASSACHUSETTS GENERAL HOSPITAL,2016-06,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624857,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-12854,urine,Efm-38,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-38,Isolate,SRP341454,not available,Derivation,urine,NF*,32,R,R,485A,32,R,R,141.309,1snp,167.52,142.264,34snp,133.967,0 snps,106.702,145.882,NA,NA,NA,NA,NA,NA,NA,S,S,54.261,129holes,NA,NA,150.66,0 snps,31.051,2snp,162.182,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,34.818,1snp34holes,78.404,16snp,NA,NA,84.9,22snp,2,S,S,0,NA,NA
SRR16347021,WGS,292,598533847,PRJNA771404,SAMN22135452,"Microbe\, viral or environmental",224247444,MASSACHUSETTS GENERAL HOSPITAL,2019-08,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX12624856,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-18874,"fluid\, liver",Efm-370,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-370,Isolate,SRP341454,not available,Validation,"fluid, liver",203,NA,R,R,485A,32,R,R,233.709,1snp,237.42,208.02,33snp1indel,282.104,1snp,207.151,236.045,NA,NA,NA,NA,NA,NA,NA,S,S,112.528,129holes,NA,NA,NA,NA,99.289,2snp,233.62,13holes,8,R,R,8,R,R,Y,R,1,S,R,0.5,S,R,NA,NA,132.183,52snp1indel30holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347022,WGS,285,581793080,PRJNA771404,SAMN22135451,"Microbe\, viral or environmental",241045442,MASSACHUSETTS GENERAL HOSPITAL,2019-08,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX12624855,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22813,urine,Efm-369,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-369,Isolate,SRP341454,not available,Validation,urine,2058,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,76.764,2snp,NA,NA,1,S,S,2,S,S,S,S,2,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,0,NA,NA
SRR16347023,WGS,280,530867698,PRJNA771404,SAMN22135450,"Microbe\, viral or environmental",236572745,MASSACHUSETTS GENERAL HOSPITAL,2019-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX12624854,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22803,abdominal,Efm-368,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-368,Isolate,SRP341454,not available,Validation,abdominal,18,32,R,R,485A,32,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.061,1snp,47.571,58.464,38.802,51.354,46.304,S,S,NA,NA,NA,NA,152.511,0 snps,56.558,2snp,219.623,0 snps,8,R,R,8,R,R,Y,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347024,WGS,284,647758868,PRJNA771404,SAMN22135449,"Microbe\, viral or environmental",267987120,MASSACHUSETTS GENERAL HOSPITAL,2019-08,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624853,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-3653,blood,Efm-367,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-367,Isolate,SRP341454,not available,Validation,blood,2056,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,240.12,129holes,NA,NA,120.084,0 snps,77.069,2snp,163.715,0 snps,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,284.174,0 snps,221.569,58snp11holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347025,WGS,277,817361709,PRJNA771404,SAMN22135448,"Microbe\, viral or environmental",349763952,MASSACHUSETTS GENERAL HOSPITAL,2019-07,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624852,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22774,"abscess\, pelvic",Efm-366,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-366,Isolate,SRP341454,not available,Validation,"abscess, pelvic",18,32,R,R,485A,32,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.561,1snp,88.063,85.913,88.926,113.884,114.504,S,S,NA,NA,NA,NA,372.869,0 snps,97.225,2snp,590.98,0 snps,8,R,R,8,R,R,Y,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347026,WGS,275,566986665,PRJNA771404,SAMN22135447,"Microbe\, viral or environmental",252627110,MASSACHUSETTS GENERAL HOSPITAL,2019-07,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624851,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22750,blood,Efm-365,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-365,Isolate,SRP341454,not available,Validation,blood,736,32,R,R,485A,32,R,R,281.392,1snp,361.454,319.798,34snp,474.003,0 snps,324.004,372.794,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,98.927,2snp,NA,NA,8,R,R,8,R,R,R,R,16,R,R,16,R,R,143.481,1snp34holes,121.282,63snp9holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347027,WGS,280,573839777,PRJNA771404,SAMN22135446,"Microbe\, viral or environmental",238563997,MASSACHUSETTS GENERAL HOSPITAL,2019-07,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624850,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22614,"fluid\, biliary",Efm-364,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-364,Isolate,SRP341454,not available,Validation,"fluid, biliary",736,32,R,R,485A,32,R,R,197.258,1snp,257.421,198.577,34snp,322.881,0 snps,238.842,249.109,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,225.575,0 snps,106.113,2snp,289.904,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,163.526,1snp34holes,120.68,62snp12holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347028,WGS,282,465900902,PRJNA771404,SAMN22135445,"Microbe\, viral or environmental",193345420,MASSACHUSETTS GENERAL HOSPITAL,2019-07,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624849,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-3006,urine,Efm-363,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-363,Isolate,SRP341454,not available,Validation,urine,761,NA,R,R,485A,NA,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.158,1snp,NA,NA,149.665,0 snps,71.813,2snp,220.025,0 snps,NA,NA,R,NA,R,R,Y,I,NA,R,R,NA,R,R,105.015,1snp34holes,96.602,56snp1indel21holes,NA,NA,NA,NA,NA,S,S,0,NA,NA
SRR16347029,WGS,284,693599914,PRJNA771404,SAMN22135444,"Microbe\, viral or environmental",283235009,MASSACHUSETTS GENERAL HOSPITAL,2019-07,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624848,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22640,abdominal,Efm-362,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-362,Isolate,SRP341454,not available,Validation,abdominal,NF,32,R,R,485A,32,R,R,255.805,1snp,319.604,290.118,33snp1indel,408.185,0 snps,284.974,339.77,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,313.377,0 snps,115.911,2snp,383.52,1indel,8,R,R,8,R,R,Y,I,8,I,R,0.5,S,R,152.914,1snp34holes,120.135,59snp11holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347030,WGS,272,485655240,PRJNA771404,SAMN22135443,"Microbe\, viral or environmental",224399781,MASSACHUSETTS GENERAL HOSPITAL,2019-06,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624847,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-7740,"tissue\, chest",Efm-361,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-361,Isolate,SRP341454,not available,Validation,"tissue, chest",736,32,R,R,485A,32,R,R,122.59,1snp,168.34,139.697,34snp,237.448,0 snps,146.689,176.562,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,97.34,2snp,NA,NA,8,R,R,8,R,R,R,R,16,R,R,16,R,R,140.539,1snp34holes,111.336,58snp11holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347031,WGS,279,175646305,PRJNA771404,SAMN22135119,"Microbe\, viral or environmental",74982043,MASSACHUSETTS GENERAL HOSPITAL,2016-06,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624846,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-5872,stool,Efm-37,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-37,Isolate,SRP341454,not available,Derivation,stool,18,32,R,R,485A,32,R,R,87.304,1snp,97.969,65.228,34snp,NA,NA,53.73,76.74,NA,NA,NA,NA,NA,NA,NA,S,S,33.814,143holes,NA,NA,76.959,1snp,15.411,2snp,74.323,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,32.727,40snp8holes,NA,NA,695.354,3snp,2,S,S,0,NA,NA
SRR16347032,WGS,282,773517401,PRJNA771404,SAMN22135442,"Microbe\, viral or environmental",323792409,MASSACHUSETTS GENERAL HOSPITAL,2019-06,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624845,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22457,"peritoneal fluid\,right upper quadrant",Efm-360,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-360,Isolate,SRP341454,not available,Validation,"peritoneal fluid,right upper quadrant",17,32,R,R,485A,1,S,R,97.977,1snp,136.021,113.22,34snp,163.757,1snp,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,372.034,129holes,NA,NA,120.975,1snp,142.556,2snp,191.036,1indel,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,192.626,54snp1indel,NA,NA,2438.329,3snp,2,S,S,0,NA,NA
SRR16347033,WGS,262,451895316,PRJNA771404,SAMN22135441,"Microbe\, viral or environmental",213904968,MASSACHUSETTS GENERAL HOSPITAL,2019-06,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624844,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22498,bone,Efm-359,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-359,Isolate,SRP341454,not available,Validation,bone,736,32,R,R,485A,32,R,R,135.53,1snp,204.369,177.598,34snp,326.589,0 snps,178.024,224.345,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,186.06,0 snps,68.665,2snp,298.926,1indel13holes,8,R,R,8,R,R,R,R,16,R,R,16,R,R,127.345,1snp34holes,104.673,59snp11holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347034,WGS,273,976875422,PRJNA771404,SAMN22135440,"Microbe\, viral or environmental",430212420,MASSACHUSETTS GENERAL HOSPITAL,2019-06,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624843,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-1892,ascities fluid,Efm-358,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-358,Isolate,SRP341454,not available,Validation,ascities fluid,736,32,R,R,485A,32,R,R,267.163,1snp,358.931,316.956,34snp,497.851,0 snps,347.182,386.484,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,352.249,0 snps,119.236,2snp,470.578,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,197.014,2snp34holes,153.213,67snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347035,WGS,276,431975010,PRJNA771404,SAMN22135439,"Microbe\, viral or environmental",186758282,MASSACHUSETTS GENERAL HOSPITAL,2019-06,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624842,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-11917,urine,Efm-357,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-357,Isolate,SRP341454,not available,Validation,urine,736,32,R,R,485A,32,R,R,166.415,1snp,209.198,188.77,34snp,268.2,0 snps,196.029,205.129,NA,NA,NA,NA,NA,NA,NA,S,S,198.024,1snp129holes,NA,NA,187.903,0 snps,49.533,2snp,243.473,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,80.179,1snp34holes,68.321,53snp46holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347036,WGS,273,430049836,PRJNA771404,SAMN22135438,"Microbe\, viral or environmental",189283924,MASSACHUSETTS GENERAL HOSPITAL,2019-06,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624841,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-6693,blood,Efm-356,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-356,Isolate,SRP341454,not available,Validation,blood,736,32,R,R,485A,32,R,R,118.667,1snp,171.674,133.393,34snp,226.918,0 snps,155.805,171.528,NA,NA,NA,NA,NA,NA,NA,S,S,139.678,129holes,NA,NA,154.335,0 snps,56.149,2snp,218.135,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,80.862,1snp34holes,70.951,46snp76holes,NA,NA,NA,NA,2,S,S,0,NA,NA
