Assembly,Level,WGS,BioSample,Strain,Taxonomy,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
GCA_013189425.1,Contig,JABLBZ000000000,SAMN14932679,LSS68,Streptococcus suis,5,Lola_UK,NON-CLINICAL,8,Pig,2011,0.015,4,1,1,1,no,no,no,no,no,no,no,no,no,no,8,0.015,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,4,yes,no,no,yes,2,no,0.03,0.008,0.12,0.12,no,no,no,no,no,no
GCA_013189415.1,Contig,JABLBF000000000,SAMN14932659,LSS5,Streptococcus suis,4,Lola_UK,UNKNOWN,2,Pig,2010,0.03,2,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013189395.1,Contig,JABLCC000000000,SAMN14932682,LSS71,Streptococcus suis,25,Lola_UK,NON-CLINICAL,01-Feb,Pig,2011,0.03,4,0.5,0.25,2,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013189375.1,Contig,JABLCE000000000,SAMN14932684,LSS73,Streptococcus suis,1,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2011,2,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013189345.1,Contig,JABLCD000000000,SAMN14932683,LSS72,Streptococcus suis,26,Lola_UK,NON-CLINICAL,1 and 3,Pig,2011,0.06,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013189315.1,Contig,JABLCB000000000,SAMN14932681,LSS70,Streptococcus suis,5,Lola_UK,NON-CLINICAL,9,Pig,2011,0.015,4,2,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.015,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013189325.1,Contig,JABLBE000000000,SAMN14932658,LSS49,Streptococcus suis,9,Lola_UK,NON-CLINICAL,NA,Pig,2011,0.015,4,1,8,64,no,no,no,no,no,no,no,no,no,yes,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.06,1,0.06,no,yes,yes,no,no,no
GCA_013189295.1,Contig,JABLBG000000000,SAMN14932660,LSS50,Streptococcus suis,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,16,yes,no,no,no,2,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013189275.1,Contig,JABLCF000000000,SAMN14932685,LSS74,Streptococcus suis,1,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2011,0.03,4,1,1,2,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013189235.1,Contig,JABLCP000000000,SAMN14932695,LSS83,Streptococcus suis,28,Lola_UK,NON-CLINICAL,7,Pig,2011,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013189245.1,Contig,JABLCG000000000,SAMN14932686,LSS75,Streptococcus suis,9,Lola_UK,NON-CLINICAL,31,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,1,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,4,yes,no,no,no,2,no,0.03,0.015,0.12,0.03,yes,no,no,no,no,no
GCA_013189205.1,Contig,JABLCH000000000,SAMN14932687,LSS76,Streptococcus suis,5,Lola_UK,NON-CLINICAL,8 (+2 partial),Pig,2011,0.03,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013189195.1,Contig,JABLCI000000000,SAMN14932688,LSS77,Streptococcus suis,26,Lola_UK,NON-CLINICAL,1 and 4,Pig,2011,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013189175.1,Contig,JABLBX000000000,SAMN14932677,LSS66,Streptococcus suis,9,Lola_UK,UNKNOWN-SYS_DISEASE,9,Pig,2011,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,4,0.5,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,yes,no,no,no,8,yes,no,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
GCA_013189155.1,Contig,JABLCR000000000,SAMN14932697,LSS85,Streptococcus suis,28,Lola_UK,NON-CLINICAL,7,Pig,2011,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013189135.1,Contig,JABLCQ000000000,SAMN14932696,LSS84,Streptococcus suis,28,Lola_UK,NON-CLINICAL,7,Pig,2011,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013189115.1,Contig,JABLCS000000000,SAMN14932698,LSS86,Streptococcus suis,26,Lola_UK,NON-CLINICAL,1 + 5,Pig,2011,0.03,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,1,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013189095.1,Contig,JABLCV000000000,SAMN14932701,LSS89,Streptococcus suis,5,Lola_UK,NON-CLINICAL,8,Pig,2011,0.03,4,1,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,yes,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
GCA_013189065.1,Contig,JABLCT000000000,SAMN14932699,LSS87,Streptococcus suis,26,Lola_UK,UNKNOWN-SYS_DISEASE,1 + 6,Pig,2011,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013189045.1,Contig,JABLBT000000000,SAMN14932673,LSS62,Streptococcus suis,4,Lola_UK,NON-CLINICAL,2,Pig,2011,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013189035.1,Contig,JABLCU000000000,SAMN14932700,LSS88,Streptococcus suis,21,Lola_UK,NON-CLINICAL,NA,Pig,2011,0.015,4,0.5,4,4,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,4,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
GCA_013188975.1,Contig,JABLCN000000000,SAMN14932693,LSS81,Streptococcus suis,10,Lola_UK,NON-CLINICAL,15,Pig,2011,8,4,0.5,2,2,no,no,no,no,no,no,yes,yes,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,1,no,0.03,0.015,0.12,0.06,no,no,no,no,no,no
GCA_013188995.1,Contig,JABLCW000000000,SAMN14932702,LSS9,Streptococcus suis,8,Lola_UK,NON-CLINICAL,10,Pig,2010,0.03,8,1,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,128,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013188985.1,Contig,JABLCY000000000,SAMN14932704,LSS91,Streptococcus suis,8,Lola_UK,NON-CLINICAL,6,Pig,2011,0.03,4,0.5,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188945.1,Contig,JABLCO000000000,SAMN14932694,LSS82,Streptococcus suis,13,Lola_UK,NON-CLINICAL,16,Pig,2011,32,128,256,128,0.12,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013188935.1,Contig,JABLCX000000000,SAMN14932703,LSS90,Streptococcus suis,9,Lola_UK,NON-CLINICAL,31,Pig,2011,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188915.1,Contig,JABLBW000000000,SAMN14932676,LSS65,Streptococcus suis,9,Lola_UK,NON-CLINICAL,10,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.06,1,0.25,no,yes,yes,no,no,no
GCA_013188865.1,Contig,JABLDI000000000,SAMN14932714,SS1002,Streptococcus suis,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,64,1,yes,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.002,0.12,0.03,no,no,no,no,no,no
GCA_013188885.1,Contig,JABLDG000000000,SAMN14932712,SS1000,Streptococcus suis,28,Lola_UK,RESP,7,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,64,16,no,no,no,yes,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013188855.1,Contig,JABLDH000000000,SAMN14932713,SS1001,Streptococcus suis,4,Lola_UK,SYS-OTHER,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013188825.1,Contig,JABLDL000000000,SAMN14932717,SS1005,Streptococcus suis,24,Lola_UK,RESP,3,Pig,2010,0.015,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013188815.1,Contig,JABLDK000000000,SAMN14932716,SS1004,Streptococcus suis,4,Lola_UK,SYS-OTHER,2,Pig,2010,0.015,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,8,yes,yes,no,no,2,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013188795.1,Contig,JABLDM000000000,SAMN14932718,SS1006,Streptococcus suis,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188765.1,Contig,JABLDJ000000000,SAMN14932715,SS1003,Streptococcus suis,16,Lola_UK,UNKNOWN,NA,Pig,2010,2,128,128,128,64,no,no,yes,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,8,no,no,no,no,no,no,yes,no,no,no,no,512,no,yes,no,yes,no,no,no,no,2,yes,no,no,no,1,no,1,0.5,8,2,yes,yes,no,yes,yes,yes
GCA_013188755.1,Contig,JABLDN000000000,SAMN14932719,SS1007,Streptococcus suis,28,Lola_UK,SYS-BRAIN,7,Pig,2010,0.03,2,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188735.1,Contig,JABLCJ000000000,SAMN14932689,LSS78,Streptococcus suis,10,Lola_UK,NON-CLINICAL,12,Pig,2011,0.015,2,0.5,4,16,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.03,0.06,1,0.12,yes,no,yes,no,no,no
GCA_013188715.1,Contig,JABLDO000000000,SAMN14932720,SS1008,Streptococcus suis,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,2,yes,no,no,no,2,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013188695.1,Contig,JABLDR000000000,SAMN14932723,SS1011,Streptococcus suis,4,Lola_UK,SYS-BRAIN,1,Pig,2011,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188655.1,Contig,JABLDQ000000000,SAMN14932722,SS1010,Streptococcus suis,4,Lola_UK,SYS-OTHER,2,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013188665.1,Contig,JABLDP000000000,SAMN14932721,SS1009,Streptococcus suis,25,Lola_UK,RESP,01-Feb,Pig,2010,0.015,4,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.002,0.06,0.03,no,no,no,no,no,no
GCA_013188605.1,Contig,JABLDB000000000,SAMN14932707,LSS95,Streptococcus suis,10,Lola_UK,NON-CLINICAL,11,Pig,2011,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.12,2,0.25,yes,yes,yes,no,no,no
GCA_013188595.1,Contig,JABLDS000000000,SAMN14932724,SS1012,Streptococcus suis,4,Lola_UK,SYS-BRAIN,2,Pig,2010,0.015,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188575.1,Contig,JABLBV000000000,SAMN14932675,LSS64,Streptococcus suis,21,Lola_UK,NON-CLINICAL,21,Pig,2011,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,4,yes,no,no,no,2,no,0.03,0.06,0.5,0.5,yes,no,yes,no,no,no
GCA_013188565.1,Contig,JABLCK000000000,SAMN14932690,LSS79,Streptococcus suis,10,Lola_UK,NON-CLINICAL,15(+19 partial),Pig,2011,8,2,0.5,1,2,no,no,no,no,no,no,yes,yes,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188555.1,Contig,JABLDZ000000000,SAMN14932731,SS1021,Streptococcus suis,24,Lola_UK,RESP,3,Pig,2010,0.03,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013188535.1,Contig,JABLDY000000000,SAMN14932730,SS1018,Streptococcus suis,28,Lola_UK,RESP,7,Pig,2010,0.015,4,0.5,128,64,no,no,no,yes,no,no,no,no,yes,no,0.25,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013188485.1,Contig,JABLEW000000000,SAMN14932754,SS1052,Streptococcus suis,5,Lola_UK,RESP,3,Pig,2010,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013188505.1,Contig,JABLET000000000,SAMN14932751,SS1043,Streptococcus suis,26,Lola_UK,RESP,01-Feb,Pig,2010,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,2,0.25,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013188455.1,Contig,JABLDA000000000,SAMN14932706,LSS94,Streptococcus suis,5,Lola_UK,NON-CLINICAL,4,Pig,2011,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013188445.1,Contig,JABLEU000000000,SAMN14932752,SS1048,Streptococcus suis,5,Lola_UK,RESP,4,Pig,2010,0.03,2,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013188435.1,Contig,JABLDT000000000,SAMN14932725,SS1013,Streptococcus suis,21,Lola_UK,RESP,NA,Pig,2011,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.12,0.25,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,4,no,no,no,no,no,no,no,no,4,yes,no,no,no,2,no,0.03,0.06,0.5,0.5,yes,no,yes,no,no,no
GCA_013188395.1,Contig,JABLEV000000000,SAMN14932753,SS1051,Streptococcus suis,28,Lola_UK,SYS-BRAIN,7,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188405.1,Contig,JABLEX000000000,SAMN14932755,SS1053,Streptococcus suis,27,Lola_UK,SYS-BRAIN,2,Pig,2010,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,0.5,0.25,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.008,0.03,0.03,no,no,no,no,no,no
GCA_013188365.1,Contig,JABLES000000000,SAMN14932750,SS1042,Streptococcus suis,1,Lola_UK,RESP,4,Pig,2010,0.03,4,1,1,2,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188315.1,Contig,JABLEA000000000,SAMN14932732,SS1022,Streptococcus suis,10,Lola_UK,RESP,7,Pig,2010,0.015,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,0.5,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013188305.1,Contig,JABLEE000000000,SAMN14932736,SS1026,Streptococcus suis,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013188325.1,Contig,JABLDE000000000,SAMN14932710,LSS98,Streptococcus suis,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013188295.1,Contig,JABLEB000000000,SAMN14932733,SS1023,Streptococcus suis,4,Lola_UK,SYS-OTHER,2,Pig,2010,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,0.5,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013188265.1,Contig,JABLCM000000000,SAMN14932692,LSS80,Streptococcus suis,9,Lola_UK,NON-CLINICAL,31,Pig,2011,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,yes,no,no,no,no,yes,1,yes,no,no,no,4,no,0.03,0.015,0.12,0.03,yes,no,no,no,no,no
GCA_013188255.1,Contig,JABLEC000000000,SAMN14932734,SS1024,Streptococcus suis,4,Lola_UK,SYS-BRAIN,2,Pig,2010,0.015,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,0.5,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013188235.1,Contig,JABLEF000000000,SAMN14932737,SS1027,Streptococcus suis,4,Lola_UK,RESP,14,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,0.015,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.008,0.12,0.03,no,no,no,no,no,no
GCA_013188205.1,Contig,JABLED000000000,SAMN14932735,SS1025,Streptococcus suis,4,Lola_UK,RESP,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
