PATRIC ID,Run Accession,Genome Name,Publication,Ampicillin,Amoxicillin-Clavulanate,Ceftriaxone,Chloramphenicol,Sulfisoxazole,Cefoxitin,Gentamycin,Kanamycin,Streptomycin,Tetracycline,Ceftiofur
590.14522,SRR1713618,Salmonella enterica SRR1713618,30333126,<=1,<=1,<=0.25,8,,2,0.5,,,<=4,1
590.14545,SRR1713619,Salmonella enterica SRR1713619,30333126,2,<=1,<=0.25,8,,2,<=0.25,,,<=4,1
590.14586,SRR1713631,Salmonella enterica SRR1713631,30333126,2,2,<=0.25,8,,8,0.5,,,<=4,1
590.14665,SRR1713640,Salmonella enterica SRR1713640,30333126,2,<=1,<=0.25,8,,4,0.5,,,<=4,0.5
590.14683,SRR1713641,Salmonella enterica SRR1713641,30333126,2,<=1,<=0.25,8,,4,>16,,,<=4,1
590.14727,SRR1713644,Salmonella enterica SRR1713644,30333126,>32,>32,32,4,,>16,<=0.25,,>64,<=4,>8
590.14749,SRR1713646,Salmonella enterica SRR1713646,30333126,>32,>32,16,8,,>16,0.5,,,<=4,>8
590.1479,SRR1713651,Salmonella enterica SRR1713651,30333126,2,<=1,<=0.25,8,,2,<=0.25,,,<=4,0.5
590.14811,SRR1735407,Salmonella enterica SRR1735407,30333126,>32,>32,16,8,,>16,1,,,>32,>8
590.14834,SRR1735417,Salmonella enterica SRR1735417,30333126,2,<=1,<=0.25,8,,2,0.5,,,<=4,0.5
590.14846,SRR1735418,Salmonella enterica SRR1735418,30333126,<=1,<=1,<=0.25,8,,4,<=0.25,,,>32,1
590.14947,SRR1752722,Salmonella enterica SRR1752722,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,,<=4,0.5
590.14962,SRR1752726,Salmonella enterica SRR1752726,30333126,<=1,<=1,<=0.25,8,,4,<=0.25,,,>32,1
590.14993,SRR1752735,Salmonella enterica SRR1752735,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,,>32,1
590.15049,SRR1752781,Salmonella enterica SRR1752781,30333126,<=1,<=1,<=0.25,4,<=16,1,<=0.25,,,<=4,0.25
590.15062,SRR1752782,Salmonella enterica SRR1752782,30333126,<=1,<=1,<=0.25,4,128,4,0.5,,>64,>32,1
590.15104,SRR1752811,Salmonella enterica SRR1752811,30333126,2,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.152,SRR1752834,Salmonella enterica SRR1752834,30333126,<=1,<=1,<=0.25,8,<=16,4,<=0.25,,,<=4,1
590.15248,SRR1752844,Salmonella enterica SRR1752844,30333126,>32,8,<=0.25,16,,8,>16,,>64,<=4,1
590.15255,SRR1752848,Salmonella enterica SRR1752848,30333126,>32,>32,>64,8,>256,>32,0.5,,>64,>32,>8
590.15304,SRR1752866,Salmonella enterica SRR1752866,30333126,<=1,<=1,<=0.25,8,,4,0.5,,,<=4,1
590.15395,SRR1752880,Salmonella enterica SRR1752880,30333126,>32,16,<=0.25,8,,4,>16,,64,<=4,1
590.15429,SRR1752883,Salmonella enterica SRR1752883,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,>32,1
590.15451,SRR1752886,Salmonella enterica SRR1752886,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,,<=4,0.5
590.15484,SRR1752888,Salmonella enterica SRR1752888,30333126,<=1,<=1,<=0.25,4,64,1,<=0.25,,64,>32,1
590.15508,SRR1752891,Salmonella enterica SRR1752891,30333126,<=1,<=1,<=0.25,8,,8,0.5,,,>32,0.5
590.15603,SRR1763808,Salmonella enterica SRR1763808,30333126,<=1,<=1,<=0.25,4,>256,2,16,,64,<=4,0.5
590.15621,SRR1763809,Salmonella enterica SRR1763809,30333126,<=1,<=1,<=0.25,4,64,1,<=0.25,,,<=4,0.5
590.17882,SRR1763810,Salmonella enterica SRR1763810,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,0.5
590.15669,SRR1763828,Salmonella enterica SRR1763828,30333126,>32,16,<=0.25,4,64,2,0.5,,64,>32,0.5
590.15691,SRR1763829,Salmonella enterica SRR1763829,30333126,<=1,<=1,<=0.25,4,64,1,0.5,,64,>32,0.5
590.15708,SRR1763832,Salmonella enterica SRR1763832,30333126,<=1,<=1,<=0.25,4,>256,2,>16,,64,<=4,0.5
590.15723,SRR1763837,Salmonella enterica SRR1763837,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,0.5
590.1574,SRR1763838,Salmonella enterica SRR1763838,30333126,<=1,<=1,<=0.25,8,>256,1,>16,,>64,>32,1
590.15759,SRR1763849,Salmonella enterica SRR1763849,30333126,<=1,<=1,<=0.25,8,>256,1,16,,>64,>32,0.5
590.15779,SRR1763850,Salmonella enterica SRR1763850,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,,<=4,0.5
590.15801,SRR1763851,Salmonella enterica SRR1763851,30333126,<=1,<=1,<=0.25,4,>256,4,16,,64,<=4,0.5
590.15809,SRR1763852,Salmonella enterica SRR1763852,30333126,<=1,<=1,<=0.25,4,64,1,<=0.25,,,<=4,0.5
590.15823,SRR1763853,Salmonella enterica SRR1763853,30333126,<=1,<=1,<=0.25,4,32,1,<=0.25,,,<=4,0.5
590.15835,SRR1763857,Salmonella enterica SRR1763857,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,>64,>32,1
590.17883,SRR1763863,Salmonella enterica SRR1763863,30333126,<=1,<=1,<=0.25,4,>256,2,>16,,>64,<=4,0.5
590.15878,SRR1763866,Salmonella enterica SRR1763866,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,>32,1
590.1589,SRR1767753,Salmonella enterica SRR1767753,30333126,<=1,<=1,<=0.25,4,32,1,<=0.25,,,<=4,0.5
590.15903,SRR1767766,Salmonella enterica SRR1767766,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,,>32,0.5
590.15914,SRR1767777,Salmonella enterica SRR1767777,30333126,<=1,<=1,<=0.25,4,32,1,<=0.25,,,<=4,1
590.15943,SRR1767784,Salmonella enterica SRR1767784,30333126,>32,>32,16,4,32,>32,<=0.25,,,<=4,>8
590.15958,SRR1767788,Salmonella enterica SRR1767788,30333126,>32,16,<=0.25,8,32,1,<=0.25,,,<=4,0.5
590.1598,SRR1767789,Salmonella enterica SRR1767789,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,,<=4,0.5
590.15988,SRR1767798,Salmonella enterica SRR1767798,30333126,2,<=1,<=0.25,8,32,2,0.5,,,<=4,0.5
590.16002,SRR1767807,Salmonella enterica SRR1767807,30333126,<=1,<=1,<=0.25,8,64,1,<=0.25,,,<=4,0.5
590.16019,SRR1767810,Salmonella enterica SRR1767810,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,>64,>32,1
590.16025,SRR1767814,Salmonella enterica SRR1767814,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,0.5
590.16049,SRR1767815,Salmonella enterica SRR1767815,30333126,<=1,<=1,<=0.25,<=2,32,2,<=0.25,,,<=4,0.25
590.16067,SRR1767819,Salmonella enterica SRR1767819,30333126,2,<=1,<=0.25,8,32,2,0.5,,,<=4,1
590.16089,SRR1767820,Salmonella enterica SRR1767820,30333126,<=1,<=1,<=0.25,4,32,1,<=0.25,,64,>32,0.5
590.16119,SRR1773591,Salmonella enterica SRR1773591,30333126,<=1,<=1,<=0.25,4,32,4,0.5,,,<=4,1
590.16135,SRR1773592,Salmonella enterica SRR1773592,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,>64,>32,0.5
590.16161,SRR1773628,Salmonella enterica SRR1773628,30333126,2,<=1,<=0.25,8,64,2,<=0.25,,,<=4,1
590.16173,SRR1773630,Salmonella enterica SRR1773630,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,>32,0.5
590.16192,SRR1773631,Salmonella enterica SRR1773631,30333126,>32,>32,16,4,32,32,0.5,,,<=4,>8
590.16206,SRR1773633,Salmonella enterica SRR1773633,30333126,<=1,<=1,<=0.25,4,32,1,<=0.25,,64,>32,0.5
590.16219,SRR1773634,Salmonella enterica SRR1773634,30333126,>32,>32,16,4,>256,>32,<=0.25,,,>32,>8
590.16237,SRR1773640,Salmonella enterica SRR1773640,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,0.5
590.16253,SRR1773656,Salmonella enterica SRR1773656,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.16263,SRR1773836,Salmonella enterica SRR1773836,30333126,>32,>32,16,16,64,32,0.5,,,<=4,>8
590.16284,SRR1773837,Salmonella enterica SRR1773837,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,<=4,0.5
590.163,SRR1773838,Salmonella enterica SRR1773838,30333126,<=1,<=1,<=0.25,4,64,4,0.5,,,<=4,0.5
590.16338,SRR1774017,Salmonella enterica SRR1774017,30333126,<=1,<=1,<=0.25,8,64,4,<=0.25,,,<=4,1
590.16349,SRR1774021,Salmonella enterica SRR1774021,30333126,<=1,<=1,<=0.25,4,>256,1,>16,,64,>32,1
590.16364,SRR1774022,Salmonella enterica SRR1774022,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,,<=4,1
590.16377,SRR1774031,Salmonella enterica SRR1774031,30333126,<=1,<=1,<=0.25,8,32,1,<=0.25,,,>32,0.5
590.16393,SRR1777667,Salmonella enterica SRR1777667,30333126,<=1,<=1,<=0.25,8,<=16,4,<=0.25,,,<=4,0.5
590.16398,SRR1777668,Salmonella enterica SRR1777668,30333126,<=1,<=1,<=0.25,4,64,1,<=0.25,,,<=4,0.5
590.16411,SRR1777669,Salmonella enterica SRR1777669,30333126,2,<=1,<=0.25,8,64,2,0.5,,,>32,0.5
590.16422,SRR1777670,Salmonella enterica SRR1777670,30333126,<=1,<=1,<=0.25,8,32,1,<=0.25,,,>32,0.5
590.1644,SRR1777672,Salmonella enterica SRR1777672,30333126,>32,16,<=0.25,4,>256,2,8,,64,<=4,1
590.16452,SRR1777673,Salmonella enterica SRR1777673,30333126,>32,16,<=0.25,4,>256,1,8,,>64,<=4,1
590.16478,SRR1777682,Salmonella enterica SRR1777682,30333126,<=1,<=1,<=0.25,4,32,1,<=0.25,,,>32,0.5
590.16507,SRR1777683,Salmonella enterica SRR1777683,30333126,>32,16,<=0.25,8,>256,2,16,,64,<=4,1
590.16521,SRR1777690,Salmonella enterica SRR1777690,30333126,<=1,<=1,<=0.25,4,>256,1,>16,,64,<=4,0.5
590.16526,SRR1777697,Salmonella enterica SRR1777697,30333126,>32,16,<=0.25,4,>256,2,16,,64,<=4,1
590.16543,SRR1777701,Salmonella enterica SRR1777701,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,,>32,1
590.16552,SRR1777702,Salmonella enterica SRR1777702,30333126,>32,>32,16,8,<=16,32,<=0.25,,,<=4,>8
590.16567,SRR1777703,Salmonella enterica SRR1777703,30333126,<=1,<=1,<=0.25,4,32,1,0.5,,,<=4,0.5
590.16578,SRR1777705,Salmonella enterica SRR1777705,30333126,<=1,<=1,<=0.25,4,>256,1,>16,,64,<=4,0.5
590.16589,SRR1777706,Salmonella enterica SRR1777706,30333126,<=1,<=1,<=0.25,4,>256,1,>16,,>64,<=4,1
590.16611,SRR1777707,Salmonella enterica SRR1777707,30333126,<=1,<=1,<=0.25,8,>256,1,>16,,>64,<=4,0.5
590.16734,SRR1778032,Salmonella enterica SRR1778032,30333126,<=1,<=1,<=0.25,8,,4,0.5,,,<=4,1
590.16748,SRR1778035,Salmonella enterica SRR1778035,30333126,2,<=1,<=0.25,8,,2,1,,,<=4,0.5
590.16763,SRR1783160,Salmonella enterica SRR1783160,30333126,>32,16,<=0.25,4,64,4,4,,>64,>32,1
590.16776,SRR1783161,Salmonella enterica SRR1783161,30333126,<=1,<=1,<=0.25,8,32,2,<=0.25,,,<=4,0.25
590.16815,SRR1783171,Salmonella enterica SRR1783171,30333126,4,4,<=0.25,16,,8,1,,64,>32,2
590.16829,SRR1783173,Salmonella enterica SRR1783173,30333126,>32,8,<=0.25,4,>256,2,>16,,64,>32,0.5
590.16845,SRR1783177,Salmonella enterica SRR1783177,30333126,<=1,<=1,<=0.25,4,32,1,0.5,,,>32,0.5
590.16855,SRR1783178,Salmonella enterica SRR1783178,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,>32,0.5
590.16868,SRR1783179,Salmonella enterica SRR1783179,30333126,>32,16,<=0.25,4,64,4,>16,,,<=4,1
590.16935,SRR1783195,Salmonella enterica SRR1783195,30333126,2,<=1,<=0.25,8,<=16,4,<=0.25,,,<=4,1
590.16942,SRR1783198,Salmonella enterica SRR1783198,30333126,>32,16,<=0.25,4,64,4,>16,,,<=4,1
590.16955,SRR1783199,Salmonella enterica SRR1783199,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.1696,SRR1783200,Salmonella enterica SRR1783200,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,>32,1
590.16974,SRR1783201,Salmonella enterica SRR1783201,30333126,>32,8,<=0.25,8,32,2,0.5,,,>32,0.5
590.16983,SRR1783202,Salmonella enterica SRR1783202,30333126,>32,16,<=0.25,4,>256,2,8,,64,<=4,1
590.17018,SRR1783203,Salmonella enterica SRR1783203,30333126,>32,16,<=0.25,8,64,4,>16,,64,<=4,1
590.17042,SRR1783205,Salmonella enterica SRR1783205,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,>32,0.5
590.17078,SRR1783212,Salmonella enterica SRR1783212,30333126,>32,8,<=0.25,4,>256,1,16,,64,>32,0.5
590.17092,SRR1783213,Salmonella enterica SRR1783213,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,,,>32,0.5
590.17101,SRR1783216,Salmonella enterica SRR1783216,30333126,2,<=1,<=0.25,8,,2,0.5,,,<=4,0.5
590.1712,SRR1783218,Salmonella enterica SRR1783218,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,0.5
590.17133,SRR1783220,Salmonella enterica SRR1783220,30333126,>32,>32,16,4,64,32,0.5,,64,>32,>8
590.1714,SRR1783221,Salmonella enterica SRR1783221,30333126,>32,16,<=0.25,4,64,4,4,,>64,>32,1
590.1715,SRR1783222,Salmonella enterica SRR1783222,30333126,2,2,<=0.25,8,,4,0.5,,,<=4,0.5
590.17206,SRR1791276,Salmonella enterica SRR1791276,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,0.5
590.17252,SRR1791296,Salmonella enterica SRR1791296,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.17269,SRR1791300,Salmonella enterica SRR1791300,30333126,>32,8,<=0.25,4,64,2,0.5,,>64,<=4,1
590.17273,SRR1791377,Salmonella enterica SRR1791377,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,,<=4,1
590.17279,SRR1791378,Salmonella enterica SRR1791378,30333126,2,<=1,<=0.25,4,64,4,0.5,,,<=4,1
590.17324,SRR1793243,Salmonella enterica SRR1793243,30333126,2,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.1733,SRR1793244,Salmonella enterica SRR1793244,30333126,>32,8,<=0.25,4,>256,2,16,,,<=4,0.5
590.17339,SRR1793247,Salmonella enterica SRR1793247,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,,<=4,0.5
590.17351,SRR1793257,Salmonella enterica SRR1793257,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,,<=4,1
590.12975,SRR1793267,Salmonella enterica SRR1793267,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.13005,SRR1793269,Salmonella enterica SRR1793269,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,,<=4,1
590.13036,SRR1793271,Salmonella enterica SRR1793271,30333126,<=1,2,<=0.25,4,64,2,0.5,,,32,1
590.13057,SRR1801537,Salmonella enterica SRR1801537,30333126,>32,16,<=0.25,4,>256,4,>16,,>64,>32,1
590.13098,SRR1801539,Salmonella enterica SRR1801539,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,,,<=4,1
590.13109,SRR1801543,Salmonella enterica SRR1801543,30333126,>32,16,<=0.25,8,<=16,2,<=0.25,,,<=4,1
590.13118,SRR1801544,Salmonella enterica SRR1801544,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,1
590.13132,SRR1801545,Salmonella enterica SRR1801545,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,1
590.13163,SRR1801548,Salmonella enterica SRR1801548,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,>64,>32,1
590.13176,SRR1801549,Salmonella enterica SRR1801549,30333126,<=1,<=1,<=0.25,8,32,2,<=0.25,,,<=4,1
590.13196,SRR1801550,Salmonella enterica SRR1801550,30333126,2,<=1,<=0.25,8,64,8,0.5,,,>32,1
590.13234,SRR1801552,Salmonella enterica SRR1801552,30333126,<=1,<=1,<=0.25,4,>256,4,>16,,>64,>32,1
590.13245,SRR1801732,Salmonella enterica SRR1801732,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,,<=4,0.5
590.13278,SRR1801735,Salmonella enterica SRR1801735,30333126,>32,8,<=0.25,8,128,4,<=0.25,,64,<=4,1
590.13388,SRR1805614,Salmonella enterica SRR1805614,30333126,<=1,<=1,<=0.25,8,32,2,>16,,,<=4,1
590.13553,SRR1805679,Salmonella enterica SRR1805679,30333126,>32,>32,16,8,64,>32,<=0.25,,,>32,>8
590.13573,SRR1812788,Salmonella enterica SRR1812788,30333126,>32,16,<=0.25,8,>256,2,>16,,,>32,2
590.13584,SRR1812805,Salmonella enterica SRR1812805,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,,>32,1
590.13591,SRR1812820,Salmonella enterica SRR1812820,30333126,>32,>32,16,4,32,32,<=0.25,,>64,>32,>8
590.136,SRR1812825,Salmonella enterica SRR1812825,30333126,>32,16,<=0.25,8,>256,2,16,,>64,>32,1
590.13617,SRR1812831,Salmonella enterica SRR1812831,30333126,>32,32,4,8,>256,16,0.5,,,>32,8
590.17786,SRR1812835,Salmonella enterica SRR1812835,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,,>32,1
590.13656,SRR1812844,Salmonella enterica SRR1812844,30333126,2,<=1,<=0.25,8,64,4,<=0.25,,64,>32,1
590.13674,SRR1812845,Salmonella enterica SRR1812845,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,1
590.1371,SRR1812851,Salmonella enterica SRR1812851,30333126,>32,>32,32,8,>256,>32,<=0.25,,,>32,>8
590.13719,SRR1812852,Salmonella enterica SRR1812852,30333126,<=1,2,<=0.25,8,32,4,0.5,,,<=4,1
590.17788,SRR1812858,Salmonella enterica SRR1812858,30333126,>32,8,<=0.25,8,32,2,0.5,,,>32,1
590.13735,SRR1812859,Salmonella enterica SRR1812859,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,,>32,1
590.13753,SRR1812867,Salmonella enterica SRR1812867,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,,>32,1
590.13765,SRR1812879,Salmonella enterica SRR1812879,30333126,>32,16,<=0.25,8,32,4,1,,64,<=4,1
590.1383,SRR1813445,Salmonella enterica SRR1813445,30333126,2,<=1,<=0.25,8,,4,0.5,,,>32,1
590.13839,SRR1813446,Salmonella enterica SRR1813446,30333126,<=1,<=1,<=0.25,8,>256,1,<=0.25,,,>32,0.5
590.13899,SRR1820092,Salmonella enterica SRR1820092,30333126,>32,8,<=0.25,8,32,2,0.5,,64,<=4,1
590.14073,SRR1822300,Salmonella enterica SRR1822300,30333126,<=1,<=1,<=0.25,16,128,4,0.5,,,>32,1
590.14135,SRR1823670,Salmonella enterica SRR1823670,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.14147,SRR1823677,Salmonella enterica SRR1823677,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,64,>32,0.5
590.14156,SRR1823681,Salmonella enterica SRR1823681,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,1
590.14169,SRR1823683,Salmonella enterica SRR1823683,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,,<=4,1
590.14175,SRR1823684,Salmonella enterica SRR1823684,30333126,>32,16,<=0.25,8,32,4,>16,,,<=4,1
590.14179,SRR1823687,Salmonella enterica SRR1823687,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.14193,SRR1823688,Salmonella enterica SRR1823688,30333126,>32,8,<=0.25,8,64,4,>16,,64,>32,1
590.14205,SRR1823693,Salmonella enterica SRR1823693,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,>64,>32,1
590.14217,SRR1823694,Salmonella enterica SRR1823694,30333126,<=1,<=1,<=0.25,8,64,4,1,,,<=4,1
590.14233,SRR1823695,Salmonella enterica SRR1823695,30333126,>32,16,<=0.25,8,64,4,>16,,,<=4,1
590.14247,SRR1823706,Salmonella enterica SRR1823706,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,,<=4,1
590.14259,SRR1823707,Salmonella enterica SRR1823707,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,>64,<=4,1
590.14273,SRR1823708,Salmonella enterica SRR1823708,30333126,<=1,<=1,<=0.25,4,128,2,0.5,,64,>32,0.5
590.14294,SRR1823709,Salmonella enterica SRR1823709,30333126,>32,>32,32,4,>256,>32,<=0.25,,,>32,>8
590.14303,SRR1823711,Salmonella enterica SRR1823711,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,0.5
590.14318,SRR1823712,Salmonella enterica SRR1823712,30333126,>32,16,<=0.25,8,>256,4,>16,,>64,>32,2
590.14333,SRR1849329,Salmonella enterica SRR1849329,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,,,<=4,0.5
590.14355,SRR1849358,Salmonella enterica SRR1849358,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,>64,>32,1
590.14367,SRR1849371,Salmonella enterica SRR1849371,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,64,>32,1
590.14377,SRR1849376,Salmonella enterica SRR1849376,30333126,>32,8,<=0.25,4,>256,2,>16,,,<=4,1
590.14391,SRR1849384,Salmonella enterica SRR1849384,30333126,<=1,<=1,<=0.25,4,64,4,0.5,,>64,>32,1
590.14399,SRR1849385,Salmonella enterica SRR1849385,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,>64,>32,1
590.14416,SRR1849386,Salmonella enterica SRR1849386,30333126,<=1,<=1,<=0.25,8,32,2,<=0.25,,>64,<=4,1
590.1443,SRR1849395,Salmonella enterica SRR1849395,30333126,<=1,<=1,<=0.25,8,>256,4,>16,,64,<=4,1
590.14456,SRR1849399,Salmonella enterica SRR1849399,30333126,>32,8,<=0.25,4,>256,2,>16,,64,<=4,1
590.14468,SRR1849405,Salmonella enterica SRR1849405,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,>64,<=4,1
590.14479,SRR1849406,Salmonella enterica SRR1849406,30333126,<=1,<=1,<=0.25,8,>256,4,>16,,>64,>32,1
590.14484,SRR1849407,Salmonella enterica SRR1849407,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,>64,>32,0.5
590.14502,SRR1849412,Salmonella enterica SRR1849412,30333126,<=1,2,<=0.25,4,64,4,0.5,,>64,>32,1
590.14516,SRR1849413,Salmonella enterica SRR1849413,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,64,>32,0.5
590.14532,SRR1849414,Salmonella enterica SRR1849414,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,64,>32,0.5
590.14553,SRR1908939,Salmonella enterica SRR1908939,30333126,>32,8,<=0.25,8,>256,2,>16,,64,<=4,1
590.1457,SRR1909005,Salmonella enterica SRR1909005,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,1
590.14583,SRR1910750,Salmonella enterica SRR1910750,30333126,<=1,<=1,<=0.25,8,32,2,<=0.25,,64,>32,1
590.14597,SRR1910751,Salmonella enterica SRR1910751,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,>64,<=4,1
590.1461,SRR1910755,Salmonella enterica SRR1910755,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,,<=4,1
590.14629,SRR1910756,Salmonella enterica SRR1910756,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,<=4,1
590.14633,SRR1910773,Salmonella enterica SRR1910773,30333126,2,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.14676,SRR1914397,Salmonella enterica SRR1914397,30333126,>32,32,16,16,>256,32,8,,>64,>32,>8
590.14688,SRR1914403,Salmonella enterica SRR1914403,30333126,<=1,<=1,<=0.25,8,>256,1,>16,,>64,>32,0.5
590.14849,SRR1916389,Salmonella enterica SRR1916389,30333126,2,<=1,<=0.25,8,64,2,0.5,,,>32,1
590.15057,SRR1946897,Salmonella enterica SRR1946897,30333126,<=1,<=1,<=0.25,8,32,2,<=0.25,,,>32,0.5
590.15076,SRR1946908,Salmonella enterica SRR1946908,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.15098,SRR1946915,Salmonella enterica SRR1946915,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,>32,1
590.15105,SRR1946917,Salmonella enterica SRR1946917,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,,>32,1
590.15127,SRR1946933,Salmonella enterica SRR1946933,30333126,<=1,<=1,<=0.25,4,64,2,1,,64,>32,1
590.15148,SRR1946937,Salmonella enterica SRR1946937,30333126,<=1,<=1,<=0.25,4,128,2,0.5,,>64,>32,1
590.15162,SRR1946938,Salmonella enterica SRR1946938,30333126,<=1,<=1,<=0.25,8,>256,4,1,,>64,>32,1
590.15171,SRR1946947,Salmonella enterica SRR1946947,30333126,>32,>32,16,8,64,>32,0.5,,,<=4,>8
590.15207,SRR1946958,Salmonella enterica SRR1946958,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,,,>32,1
590.15258,SRR1946973,Salmonella enterica SRR1946973,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,64,<=4,1
590.15273,SRR1946976,Salmonella enterica SRR1946976,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.15287,SRR1946986,Salmonella enterica SRR1946986,30333126,<=1,<=1,<=0.25,4,64,4,0.5,,>64,>32,1
590.15406,SRR1947037,Salmonella enterica SRR1947037,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.15425,SRR1947038,Salmonella enterica SRR1947038,30333126,>32,>32,64,8,>256,>32,>16,,>64,>32,>8
590.15439,SRR1947041,Salmonella enterica SRR1947041,30333126,<=1,<=1,<=0.25,8,>256,4,>16,,>64,>32,1
590.15446,SRR1951833,Salmonella enterica SRR1951833,30333126,>32,16,<=0.25,4,>256,2,0.5,,,<=4,1
590.15578,SRR1951854,Salmonella enterica SRR1951854,30333126,<=1,<=1,<=0.25,8,128,2,0.5,,,<=4,1
590.15599,SRR1951856,Salmonella enterica SRR1951856,30333126,>32,16,<=0.25,4,64,2,0.5,,64,>32,1
590.15642,SRR1951867,Salmonella enterica SRR1951867,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,0.5
590.15659,SRR1951868,Salmonella enterica SRR1951868,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,,>32,2
590.15681,SRR1951870,Salmonella enterica SRR1951870,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.15706,SRR1951873,Salmonella enterica SRR1951873,30333126,<=1,<=1,<=0.25,4,>256,2,>16,,>64,>32,1
590.15773,SRR1951877,Salmonella enterica SRR1951877,30333126,>32,>32,>64,>32,>256,>32,>16,,>64,>32,>8
590.15866,SRR1973648,Salmonella enterica SRR1973648,30333126,<=1,<=1,<=0.25,16,64,8,1,,,<=4,1
