PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),Amikacin,Ampicillin/Sulbactam,Aztreonam,Cefazolin,Cefepime,Cefoxitin,Ceftazidime,Ceftriaxone,Cefuroxime sodium,Ciprofloxacin,Gentamicin,Imipenem,Levofloxacin,Meropenem,Nitrofurantoin,Piperacillin/Tazobactam,Tetracycline,Tobramycin,Trimethoprim/Sulfamethoxazole
573.12989,SRR5973407,Klebsiella pneumoniae 46,29323230,<=4,8/4,<=1,2,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,>64,8/4,<=1,1,<=0.5/9.5
573.12990,SRR5973283,Klebsiella pneumoniae 3226,29323230,32,>16/8,>16,>32,>16,8,>16,>32,,>2,2,<=0.25,>4,<=0.125,>64,>64/4,>8,>8,>2/38
573.12991,SRR5973387,Klebsiella pneumoniae 62,29323230,<=4,8/4,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,,4/4,<=1,1,<=0.5/9.5
573.12992,SRR5973272,Klebsiella pneumoniae 3307,29323230,<=4,>16/8,>16,>32,16,<=4,>16,>32,,>2,>8,<=0.25,<=1,<=0.125,,32/4,<=1,>8,>2/38
573.12993,SRR5973391,Klebsiella pneumoniae 64,29323230,<=4,16/8,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,1,<=1,<=0.125,64,<=2/4,<=1,1,<=0.5/9.5
573.12994,SRR5973281,Klebsiella pneumoniae 3215,29323230,<=4,>16/8,>16,>32,16,<=4,>16,>32,,>2,>8,<=0.25,>4,<=0.125,>64,32/4,>8,>8,>2/38
573.12995,SRR5973309,Klebsiella pneumoniae 5,29323230,<=4,4/2,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,<=16,<=2/4,<=1,1,<=0.5/9.5
573.12996,SRR5973383,Klebsiella pneumoniae 54,29323230,<=4,>16/8,<=1,16,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,>64,64/4,<=1,1,<=0.5/9.5
573.12997,SRR5973330,Klebsiella pneumoniae 99,29323230,<=4,8/4,<=1,2,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,0.5,<=1,<=0.125,32,8/4,2,1,<=0.5/9.5
573.12998,SRR5973371,Klebsiella pneumoniae 80,29323230,<=4,8/4,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,64,4/4,<=1,1,<=0.5/9.5
573.12999,SRR5973245,Klebsiella pneumoniae 3234,29323230,<=4,>16/8,16,>32,>16,<=4,>16,>32,,>2,>8,<=0.25,<=1,<=0.125,64,16/4,>8,>8,>2/38
573.13000,SRR5973256,Klebsiella pneumoniae 33,29323230,<=4,>16/8,<=1,2,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,0.5,<=1,<=0.125,>64,4/4,>8,1,>2/38
573.13001,SRR5973243,Klebsiella pneumoniae 3290,29323230,<=4,>16/8,>16,>32,>16,<=4,>16,>32,,>2,>8,<=0.25,<=1,<=0.125,,32/4,>8,>8,>2/38
573.13002,SRR5973332,Klebsiella pneumoniae 102,29323230,<=4,4/2,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,64,4/4,<=1,1,<=0.5/9.5
573.13003,SRR5973278,Klebsiella pneumoniae 127,29323230,<=4,8/4,<=1,2,<=0.5,<=4,<=0.5,<=0.5,8,<=0.5,1,<=0.25,<=1,,>64,4/4,2,1,<=0.5/9.5
573.13004,SRR5973353,Klebsiella pneumoniae 95,29323230,<=4,4/2,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,0.5,<=1,<=0.125,32,<=2/4,<=1,1,<=0.5/9.5
573.13005,SRR5973260,Klebsiella pneumoniae 24,29323230,<=4,8/4,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,<=0.5,<=0.25,<=1,<=0.125,,4/4,<=1,1,>2/38
573.13006,SRR5973264,Klebsiella pneumoniae 30,29323230,<=4,8/4,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,0.5,<=1,<=0.125,64,4/4,>8,1,>2/38
573.13007,SRR5973359,Klebsiella pneumoniae 3381,29323230,<=4,>16/8,>16,>32,>16,>16,>16,>32,,>2,1,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.13008,SRR5973268,Klebsiella pneumoniae 3302,29323230,<=4,>16/8,>16,>32,>16,>16,>16,>32,,>2,>8,<=0.25,>4,<=0.125,>64,32/4,>8,8,>2/38
573.13009,SRR5973306,Klebsiella pneumoniae 16,29323230,<=4,8/4,<=1,8,<=0.5,>16,<=0.5,<=0.5,>16,<=0.5,<=0.5,<=0.25,<=1,<=0.125,>64,16/4,>8,1,<=0.5/9.5
573.13010,SRR5973280,Klebsiella pneumoniae 3224,29323230,<=4,>16/8,>16,>32,>16,>16,>16,>32,,>2,1,>8,>4,>8,,>64/4,8,1,>2/38
573.13011,SRR5973279,Klebsiella pneumoniae 3221,29323230,16,>16/8,>16,>32,16,>16,>16,>32,,>2,2,>8,>4,>8,>64,>64/4,4,>8,<=0.5/9.5
573.13012,SRR5973286,Klebsiella pneumoniae 3326,29323230,<=4,8/4,>16,>32,<=0.5,<=4,16,2,,,8,0.5,<=1,<=0.125,>64,4/4,<=1,8,<=0.5/9.5
573.13013,SRR5973295,Klebsiella pneumoniae 125,29323230,<=4,8/4,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,>64,4/4,<=1,1,<=0.5/9.5
573.13014,SRR5973239,Klebsiella pneumoniae 3284,29323230,<=4,16/8,>16,>32,2,>16,>16,32,,>2,>8,0.5,>4,<=0.125,>64,16/4,>8,>8,<=0.5/9.5
573.13015,SRR5973368,Klebsiella pneumoniae 70,29323230,<=4,4/2,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,,4/4,2,1,<=0.5/9.5
573.13016,SRR5973390,Klebsiella pneumoniae 68,29323230,<=4,>16/8,>16,>32,>16,16,>16,>32,>16,>2,>8,<=0.25,>4,<=0.125,>64,16/4,>8,>8,>2/38
573.13017,SRR5973252,Klebsiella pneumoniae 3242,29323230,<=4,>16/8,16,>32,>16,<=4,>16,>32,,<=0.5,1,<=0.25,<=1,<=0.125,64,8/4,>8,1,>2/38
573.13018,SRR5973288,Klebsiella pneumoniae 3319,29323230,<=4,16/8,16,>32,>16,<=4,8,>32,,>2,<=0.5,0.5,>4,<=0.125,,8/4,2,1,<=0.5/9.5
573.13019,SRR5973265,Klebsiella pneumoniae 3313,29323230,<=4,>16/8,>16,>32,>16,>16,>16,>32,,>2,1,>8,2,>8,>64,>64/4,2,1,<=0.5/9.5
573.13020,SRR5973411,Klebsiella pneumoniae 41,29323230,<=4,8/4,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,0.5,<=1,<=0.125,64,4/4,2,1,<=0.5/9.5
573.13021,SRR5973374,Klebsiella pneumoniae 3253,29323230,<=4,8/4,>16,>32,1,<=4,>16,>32,,1,1,<=0.25,<=1,<=0.125,32,4/4,2,1,<=0.5/9.5
573.13022,SRR5973410,Klebsiella pneumoniae 40,29323230,<=4,2/1,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,2,<=1,<=0.125,>64,<=2/4,<=1,1,<=0.5/9.5
573.13023,SRR5973248,Klebsiella pneumoniae 3235,29323230,32,>16/8,>16,>32,>16,8,>16,>32,,>2,4,<=0.25,>4,<=0.125,,>64/4,8,>8,>2/38
573.13024,SRR5973396,Klebsiella pneumoniae 3276,29323230,<=4,>16/8,>16,>32,>16,>16,>16,>32,,>2,>8,>8,>4,>8,,>64/4,>8,8,<=0.5/9.5
573.13025,SRR5973340,Klebsiella pneumoniae 3364,29323230,<=4,>16/8,>16,>32,8,<=4,>16,>32,,>2,>8,2,<=1,0.25,,32/4,>8,>8,>2/38
573.13026,SRR5973404,Klebsiella pneumoniae 43,29323230,<=4,8/4,<=1,16,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,2,<=1,<=0.125,32,4/4,2,1,<=0.5/9.5
573.13027,SRR5973259,Klebsiella pneumoniae 26,29323230,<=4,16/8,<=1,2,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,1,<=0.25,<=1,<=0.125,>64,<=2/4,>8,1,<=0.5/9.5
573.13028,SRR5973375,Klebsiella pneumoniae 3254,29323230,<=4,>16/8,>16,>32,>16,<=4,>16,>32,,>2,>8,<=0.25,>4,<=0.125,>64,>64/4,2,8,<=0.5/9.5
573.13029,SRR5973403,Klebsiella pneumoniae 49,29323230,<=4,4/2,<=1,<=1,<=0.5,<=4,<=0.5,<=0.5,<=4,<=0.5,<=0.5,<=0.25,<=1,<=0.125,64,<=2/4,>8,1,>2/38
573.13031,SRR5385822,Klebsiella pneumoniae KPN1000ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,,32/4,>8,>8,>2/38
573.13032,SRR5385821,Klebsiella pneumoniae KPN1001ec,29323230,<=8,>16/8,>16,>16,,<=4,16,>32,>16,2,>8,<=1,<=1,<=1,<=16,64/4,>8,>8,>2/38
573.13033,SRR5385820,Klebsiella pneumoniae KPN1002ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,16/4,>8,<=2,>2/38
573.13034,SRR5385819,Klebsiella pneumoniae KPN1004ec,29323230,>32,>16/8,>16,>16,,>16,>16,>32,>16,>2,4,8,>4,>8,>64,>64/4,4,>8,>2/38
573.13035,SRR5385818,Klebsiella pneumoniae KPN1005ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13036,SRR5385816,Klebsiella pneumoniae KPN1007ec,29323230,16,>16/8,>16,>16,>16,<=4,16,>32,>16,>2,>8,<=1,<=1,<=1,,>64/4,>8,>8,>2/38
573.13037,SRR5385815,Klebsiella pneumoniae KPN1010ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13038,SRR5385814,Klebsiella pneumoniae KPN1011ec,29323230,<=8,>16/8,>16,>16,>16,<=4,16,>32,>16,2,>8,<=1,<=1,<=1,32,8/4,>8,>8,>2/38
573.13039,SRR5385813,Klebsiella pneumoniae KPN1012ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13040,SRR5385812,Klebsiella pneumoniae KPN1013ec,29323230,32,>16/8,>16,>16,,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,32/4,4,>8,>2/38
573.13041,SRR5385811,Klebsiella pneumoniae KPN1014ec,29323230,>32,>16/8,8,>16,8,16,>16,<=2,>16,>2,8,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.13042,SRR5385810,Klebsiella pneumoniae KPN1015ec,29323230,32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13043,SRR5385809,Klebsiella pneumoniae KPN1017ec,29323230,<=8,>16/8,4,>16,,>16,>16,>32,>16,>2,>8,<=1,<=1,<=1,>64,>64/4,>8,>8,>2/38
573.13044,SRR5385808,Klebsiella pneumoniae KPN1018ec,29323230,>32,>16/8,16,>16,16,16,>16,<=2,>16,>2,8,2,>4,2,,>64/4,<=2,>8,>2/38
573.13045,SRR5385807,Klebsiella pneumoniae KPN1019ec,29323230,32,>16/8,8,>16,<=1,<=4,>16,<=2,>16,>2,4,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.13046,SRR5385806,Klebsiella pneumoniae KPN1020ec,29323230,<=8,>16/8,16,>16,>16,8,8,>32,>16,<=0.5,<=2,>8,<=1,<=1,,>64/4,<=2,<=2,<=0.5/9
573.13047,SRR5385805,Klebsiella pneumoniae KPN1021ec,29323230,<=8,>16/8,8,>16,>16,<=4,16,>32,>16,>2,<=2,<=1,<=1,<=1,64,16/4,>8,8,>2/38
573.13048,SRR5385804,Klebsiella pneumoniae KPN1022ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,64,>64/4,4,8,>2/38
573.13049,SRR5385803,Klebsiella pneumoniae KPN1023ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,<=2,>2/38
573.13050,SRR5385802,Klebsiella pneumoniae KPN1025ec,29323230,<=8,>16/8,8,>16,16,<=4,8,>32,>16,<=0.5,<=2,<=1,<=1,<=1,64,4/4,>8,8,<=0.5/9
573.13051,SRR5385801,Klebsiella pneumoniae KPN1026ec,29323230,>32,16/8,>16,>16,4,16,>16,32,>16,>2,4,<=1,>4,<=1,>64,8/4,4,>8,>2/38
573.13052,SRR5385800,Klebsiella pneumoniae KPN1027ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13053,SRR5385799,Klebsiella pneumoniae KPN1030ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,8,,>64/4,4,>8,>2/38
573.13054,SRR5385798,Klebsiella pneumoniae KPN1031ec,29323230,<=8,>16/8,>16,>16,16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,8,1/19
573.13055,SRR5385797,Klebsiella pneumoniae KPN1032ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,8,>2/38
573.13056,SRR5385796,Klebsiella pneumoniae KPN1033ec,29323230,<=8,>16/8,4,>16,4,>16,2,>32,>16,>2,>8,<=1,>4,<=1,>64,32/4,>8,<=2,<=0.5/9
573.13057,SRR5385795,Klebsiella pneumoniae KPN1034ec,29323230,<=8,>16/8,<=2,>16,<=1,<=4,8,<=2,<=4,<=0.5,<=2,<=1,<=1,<=1,>64,>64/4,<=2,<=2,<=0.5/9
573.13058,SRR5385793,Klebsiella pneumoniae KPN1036ec,29323230,<=8,8/4,>16,>16,<=1,8,>16,4,16,2,8,<=1,<=1,<=1,,8/4,<=2,8,<=0.5/9
573.13059,SRR5385792,Klebsiella pneumoniae KPN1037ec,29323230,<=8,>16/8,>16,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,8,>2/38
573.13060,SRR5385791,Klebsiella pneumoniae KPN1038ec,29323230,<=8,>16/8,>16,>16,16,<=4,16,>32,>16,>2,>8,<=1,2,<=1,64,4/4,>8,<=2,>2/38
573.13061,SRR5385790,Klebsiella pneumoniae KPN1039ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,64/4,>8,<=2,2/38
573.13062,SRR5385789,Klebsiella pneumoniae KPN1040ec,29323230,<=8,>16/8,4,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,<=2,>2/38
573.13063,SRR5385788,Klebsiella pneumoniae KPN1041ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,8,>4,>8,>64,>64/4,8,<=2,>2/38
573.13064,SRR5385787,Klebsiella pneumoniae KPN1042ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,32/4,>8,8,>2/38
573.13065,SRR5385786,Klebsiella pneumoniae KPN1043ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,8,,>64/4,4,>8,>2/38
573.13066,SRR5385785,Klebsiella pneumoniae KPN1044ec,29323230,32,16/8,>16,>16,2,8,>16,16,>16,>2,<=2,<=1,>4,<=1,>64,8/4,4,>8,>2/38
573.13067,SRR5385784,Klebsiella pneumoniae KPN1045ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,>8,>8,>2/38
573.13068,SRR5385783,Klebsiella pneumoniae KPN1046ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,,>64/4,4,>8,>2/38
573.13069,SRR5385782,Klebsiella pneumoniae KPN1047ec,29323230,>32,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13070,SRR5385780,Klebsiella pneumoniae KPN1049ec,29323230,16,16/8,>16,>16,4,16,>16,16,>16,>2,<=2,<=1,>4,<=1,>64,8/4,4,>8,<=0.5/9
573.13071,SRR5385777,Klebsiella pneumoniae KPN1052ec,29323230,16,16/8,>16,>16,8,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,4,>8,>2/38
573.13072,SRR5386808,Klebsiella pneumoniae KPN1053ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.13073,SRR5385776,Klebsiella pneumoniae KPN1055ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,<=2,2/38
573.13074,SRR5385775,Klebsiella pneumoniae KPN1056ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,<=0.5,>8,<=1,<=1,<=1,<=16,16/4,<=2,>8,>2/38
573.13075,SRR5385774,Klebsiella pneumoniae KPN1057ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,<=2,>2/38
573.13076,SRR5385773,Klebsiella pneumoniae KPN1058ec,29323230,32,>16/8,>16,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.13077,SRR5385771,Klebsiella pneumoniae KPN1060ec,29323230,<=8,>16/8,4,>16,<=1,<=4,>16,>32,>16,>2,8,<=1,>4,<=1,>64,8/4,>8,<=2,>2/38
573.13079,SRR5385769,Klebsiella pneumoniae KPN1064ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,4,,>64/4,4,>8,>2/38
573.13080,SRR5385768,Klebsiella pneumoniae KPN1065ec,29323230,16,>16/8,>16,>16,>16,<=4,16,>32,>16,>2,>8,<=1,<=1,<=1,,>64/4,>8,>8,>2/38
573.13081,SRR5385767,Klebsiella pneumoniae KPN1066ec,29323230,<=8,16/8,>16,>16,>16,<=4,16,>32,>16,1,<=2,<=1,<=1,<=1,64,4/4,>8,<=2,>2/38
573.13082,SRR5385766,Klebsiella pneumoniae KPN1067ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,8,>2/38
573.13083,SRR5385765,Klebsiella pneumoniae KPN1068ec,29323230,32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,<=1,>4,2,>64,>64/4,4,>8,>2/38
573.13084,SRR5385763,Klebsiella pneumoniae KPN1070ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13085,SRR5385762,Klebsiella pneumoniae KPN1071ec,29323230,32,16/8,>16,>16,4,8,>16,32,>16,>2,4,<=1,>4,<=1,>64,8/4,4,>8,>2/38
573.13086,SRR5385761,Klebsiella pneumoniae KPN1072ec,29323230,<=8,>16/8,>16,>16,16,<=4,16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,>8,8,>2/38
573.13087,SRR5385760,Klebsiella pneumoniae KPN1074ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13088,SRR5385759,Klebsiella pneumoniae KPN1075ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,4,,>64/4,4,>8,>2/38
573.13089,SRR5385758,Klebsiella pneumoniae KPN1077ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,4,<=2,<=0.5/9
573.13090,SRR5385757,Klebsiella pneumoniae KPN1078ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,8/4,>8,<=2,>2/38
573.13091,SRR5385756,Klebsiella pneumoniae KPN1079ec,29323230,<=8,>16/8,4,>16,,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,,64/4,<=2,>8,>2/38
573.13092,SRR5385755,Klebsiella pneumoniae KPN1080ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13093,SRR5385751,Klebsiella pneumoniae KPN1085ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,8,>2/38
573.13094,SRR5385750,Klebsiella pneumoniae KPN1086ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,2,,>64/4,>8,>8,>2/38
573.13095,SRR5385749,Klebsiella pneumoniae KPN1087ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.13096,SRR5385748,Klebsiella pneumoniae KPN1090ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13097,SRR5385747,Klebsiella pneumoniae KPN1091ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,4,<=2,>2/38
573.13098,SRR5385746,Klebsiella pneumoniae KPN1092ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13099,SRR5385745,Klebsiella pneumoniae KPN1093ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,64/4,>8,>8,>2/38
573.13100,SRR5385744,Klebsiella pneumoniae KPN1094ec,29323230,<=8,>16/8,<=2,>16,4,<=4,<=0.5,>32,>16,1,>8,<=1,<=1,<=1,64,<=2/4,>8,8,>2/38
573.13101,SRR5385743,Klebsiella pneumoniae KPN1095ec,29323230,16,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,>8,<=0.5/9
573.13102,SRR5385742,Klebsiella pneumoniae KPN1096ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,<=0.5,<=2,<=1,<=1,<=1,,32/4,>8,>8,>2/38
573.13103,SRR5385741,Klebsiella pneumoniae KPN1097ec,29323230,<=8,>16/8,<=2,>16,8,<=4,1,>32,>16,1,>8,<=1,<=1,<=1,64,4/4,>8,8,>2/38
573.13104,SRR5385739,Klebsiella pneumoniae KPN1099ec,29323230,<=8,16/8,>16,>16,2,<=4,>16,16,>16,1,<=2,<=1,<=1,<=1,>64,4/4,<=2,<=2,<=0.5/9
573.13105,SRR5385738,Klebsiella pneumoniae KPN1100ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,8,>4,4,,>64/4,8,>8,>2/38
573.13106,SRR5385737,Klebsiella pneumoniae KPN1102ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,4,<=1,>4,<=1,,>64/4,4,4,1/19
573.13107,SRR5385736,Klebsiella pneumoniae KPN1103ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13108,SRR5385735,Klebsiella pneumoniae KPN1104ec,29323230,32,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13109,SRR5385734,Klebsiella pneumoniae KPN1105ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,4,8,>2/38
573.13110,SRR5385733,Klebsiella pneumoniae KPN1106ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,8,,>64/4,4,>8,>2/38
573.13111,SRR5385732,Klebsiella pneumoniae KPN1107ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,8,>2/38
573.13112,SRR5385731,Klebsiella pneumoniae KPN1108ec,29323230,<=8,16/8,>16,>16,4,>16,>16,16,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13113,SRR5385730,Klebsiella pneumoniae KPN1109ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,8,>4,>8,,>64/4,<=2,<=2,>2/38
573.13114,SRR5385729,Klebsiella pneumoniae KPN1110ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,>8,8,>2/38
573.13115,SRR5385728,Klebsiella pneumoniae KPN1111ec,29323230,<=8,>16/8,>16,>16,8,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,64,8/4,>8,>8,>2/38
573.13116,SRR5385727,Klebsiella pneumoniae KPN1113ec,29323230,<=8,>16/8,16,>16,8,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,>8,8,>2/38
573.13117,SRR5385726,Klebsiella pneumoniae KPN1115ec,29323230,<=8,>16/8,>16,>16,4,16,8,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,8,>2/38
573.13118,SRR5385725,Klebsiella pneumoniae KPN1116ec,29323230,<=8,16/8,>16,>16,>16,<=4,>16,>32,>16,1,<=2,<=1,<=1,<=1,>64,4/4,<=2,<=2,<=0.5/9
573.13119,SRR5385724,Klebsiella pneumoniae KPN1117ec,29323230,32,>16/8,16,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13120,SRR5385723,Klebsiella pneumoniae KPN1118ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,>8,<=2,<=0.5/9
573.13121,SRR5385722,Klebsiella pneumoniae KPN1119ec,29323230,<=8,>16/8,16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13122,SRR5385721,Klebsiella pneumoniae KPN1120ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.13123,SRR5385720,Klebsiella pneumoniae KPN1121ec,29323230,<=8,>16/8,>16,>16,>16,8,8,>32,>16,1,<=2,8,<=1,<=1,,>64/4,<=2,<=2,<=0.5/9
573.13124,SRR5385719,Klebsiella pneumoniae KPN1122ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,8,>8,>2/38
573.13125,SRR5385718,Klebsiella pneumoniae KPN1123ec,29323230,<=8,>16/8,>16,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,4,<=2,<=0.5/9
